dailyDataDate,season,gameDate,gameTimeUTC,teamId,homeAway,homeId,awayId,opponentId
20210410,2021,2021-04-10,"",147,away,139,147,139
20210410,2021,2021-04-10,"",135,away,140,135,140
20210410,2021,2021-04-10,"",108,away,141,108,141
20210411,2021,2021-04-11,"",113,away,109,113,109
20210411,2021,2021-04-11,"",143,away,144,143,144
20210411,2021,2021-04-11,"",111,away,110,111,110
20210411,2021,2021-04-11,"",118,away,145,118,145
20210411,2021,2021-04-11,"",116,away,114,116,114
20210411,2021,2021-04-11,"",120,away,119,120,119
20210411,2021,2021-04-11,"",136,away,142,136,142
20210411,2021,2021-04-11,"",112,away,134,112,134
20210411,2021,2021-04-11,"",115,away,137,115,137
20210411,2021,2021-04-11,"",158,away,138,158,138
20210411,2021,2021-04-11,"",147,away,139,147,139
20210411,2021,2021-04-11,"",135,away,140,135,140
20210412,2021,2021-04-12,"",133,away,109,133,109
20210412,2021,2021-04-12,"",146,away,144,146,144
20210412,2021,2021-04-12,"",114,away,145,114,145
20210412,2021,2021-04-12,"",116,away,117,116,117
20210412,2021,2021-04-12,"",108,away,118,108,118
20210412,2021,2021-04-12,"",112,away,158,112,158
20210412,2021,2021-04-12,"",135,away,134,135,134
20210412,2021,2021-04-12,"",113,away,137,113,137
20210412,2021,2021-04-12,"",120,away,138,120,138
20210412,2021,2021-04-12,"",140,away,139,140,139
20210412,2021,2021-04-12,"",147,away,141,147,141
20210413,2021,2021-04-13,"",133,away,109,133,109
20210413,2021,2021-04-13,"",146,away,144,146,144
20210413,2021,2021-04-13,"",136,away,110,136,110
20210413,2021,2021-04-13,"",136,away,110,136,110
20210413,2021,2021-04-13,"",114,away,145,114,145
20210413,2021,2021-04-13,"",116,away,117,116,117
20210413,2021,2021-04-13,"",108,away,118,108,118
20210413,2021,2021-04-13,"",115,away,119,115,119
20210413,2021,2021-04-13,"",112,away,158,112,158
20210413,2021,2021-04-13,"",111,away,142,111,142
20210413,2021,2021-04-13,"",143,away,121,143,121
20210413,2021,2021-04-13,"",143,away,121,143,121
20210413,2021,2021-04-13,"",135,away,134,135,134
20210413,2021,2021-04-13,"",113,away,137,113,137
20210413,2021,2021-04-13,"",120,away,138,120,138
20210413,2021,2021-04-13,"",140,away,139,140,139
20210413,2021,2021-04-13,"",147,away,141,147,141
20210414,2021,2021-04-14,"",146,away,144,146,144
20210414,2021,2021-04-14,"",114,away,145,114,145
20210414,2021,2021-04-14,"",116,away,117,116,117
20210414,2021,2021-04-14,"",108,away,118,108,118
20210414,2021,2021-04-14,"",115,away,119,115,119
20210414,2021,2021-04-14,"",112,away,158,112,158
20210414,2021,2021-04-14,"",111,away,142,111,142
20210414,2021,2021-04-14,"",111,away,142,111,142
20210414,2021,2021-04-14,"",143,away,121,143,121
20210414,2021,2021-04-14,"",135,away,134,135,134
20210414,2021,2021-04-14,"",113,away,137,113,137
20210414,2021,2021-04-14,"",120,away,138,120,138
20210414,2021,2021-04-14,"",140,away,139,140,139
20210414,2021,2021-04-14,"",147,away,141,147,141
20210415,2021,2021-04-15,"",146,away,144,146,144
20210415,2021,2021-04-15,"",136,away,110,136,110
20210415,2021,2021-04-15,"",136,away,110,136,110
20210415,2021,2021-04-15,"",114,away,145,114,145
20210415,2021,2021-04-15,"",141,away,118,141,118
20210415,2021,2021-04-15,"",115,away,119,115,119
20210415,2021,2021-04-15,"",111,away,142,111,142
20210415,2021,2021-04-15,"",116,away,133,116,133
20210415,2021,2021-04-15,"",135,away,134,135,134
20210415,2021,2021-04-15,"",140,away,139,140,139
20210415,2021,2021-04-15,"",109,away,120,109,120
20210416,2021,2021-04-16,"",142,away,108,142,108
20210416,2021,2021-04-16,"",144,away,112,144,112
20210416,2021,2021-04-16,"",114,away,113,114,113
20210416,2021,2021-04-16,"",137,away,146,137,146
20210416,2021,2021-04-16,"",134,away,158,134,158
20210416,2021,2021-04-16,"",139,away,147,139,147
20210416,2021,2021-04-16,"",116,away,133,116,133
20210416,2021,2021-04-16,"",138,away,143,138,143
20210416,2021,2021-04-16,"",119,away,135,119,135
20210416,2021,2021-04-16,"",117,away,136,117,136
20210416,2021,2021-04-16,"",110,away,140,110,140
20210416,2021,2021-04-16,"",109,away,120,109,120
20210417,2021,2021-04-17,"",145,away,111,145,111
20210417,2021,2021-04-17,"",144,away,112,144,112
20210417,2021,2021-04-17,"",114,away,113,114,113
20210417,2021,2021-04-17,"",121,away,115,121,115
20210417,2021,2021-04-17,"",121,away,115,121,115
20210417,2021,2021-04-17,"",141,away,118,141,118
20210417,2021,2021-04-17,"",141,away,118,141,118
20210417,2021,2021-04-17,"",137,away,146,137,146
20210417,2021,2021-04-17,"",134,away,158,134,158
20210417,2021,2021-04-17,"",139,away,147,139,147
20210417,2021,2021-04-17,"",116,away,133,116,133
20210417,2021,2021-04-17,"",138,away,143,138,143
20210417,2021,2021-04-17,"",119,away,135,119,135
20210417,2021,2021-04-17,"",117,away,136,117,136
20210417,2021,2021-04-17,"",110,away,140,110,140
20210417,2021,2021-04-17,"",109,away,120,109,120
20210418,2021,2021-04-18,"",145,away,111,145,111
20210418,2021,2021-04-18,"",145,away,111,145,111
20210418,2021,2021-04-18,"",144,away,112,144,112
20210418,2021,2021-04-18,"",114,away,113,114,113
20210418,2021,2021-04-18,"",121,away,115,121,115
20210418,2021,2021-04-18,"",141,away,118,141,118
20210418,2021,2021-04-18,"",137,away,146,137,146
20210418,2021,2021-04-18,"",134,away,158,134,158
20210418,2021,2021-04-18,"",139,away,147,139,147
20210418,2021,2021-04-18,"",116,away,133,116,133
20210418,2021,2021-04-18,"",138,away,143,138,143
20210418,2021,2021-04-18,"",119,away,135,119,135
20210418,2021,2021-04-18,"",117,away,136,117,136
20210418,2021,2021-04-18,"",110,away,140,110,140
20210418,2021,2021-04-18,"",109,away,120,109,120
20210419,2021,2021-04-19,"",140,away,108,140,108
20210419,2021,2021-04-19,"",145,away,111,145,111
20210419,2021,2021-04-19,"",139,away,118,139,118
20210419,2021,2021-04-19,"",137,away,143,137,143
20210419,2021,2021-04-19,"",158,away,135,158,135
20210419,2021,2021-04-19,"",119,away,136,119,136
20210419,2021,2021-04-19,"",138,away,120,138,120
20210420,2021,2021-04-20,"",140,away,108,140,108
20210420,2021,2021-04-20,"",141,away,111,141,111
20210420,2021,2021-04-20,"",121,away,112,121,112
20210420,2021,2021-04-20,"",109,away,113,109,113
20210420,2021,2021-04-20,"",145,away,114,145,114
20210420,2021,2021-04-20,"",117,away,115,117,115
20210420,2021,2021-04-20,"",139,away,118,139,118
20210420,2021,2021-04-20,"",110,away,146,110,146
20210420,2021,2021-04-20,"",144,away,147,144,147
20210420,2021,2021-04-20,"",142,away,133,142,133
20210420,2021,2021-04-20,"",142,away,133,142,133
20210420,2021,2021-04-20,"",137,away,143,137,143
20210420,2021,2021-04-20,"",158,away,135,158,135
20210420,2021,2021-04-20,"",119,away,136,119,136
20210420,2021,2021-04-20,"",138,away,120,138,120
20210421,2021,2021-04-21,"",140,away,108,140,108
20210421,2021,2021-04-21,"",141,away,111,141,111
20210421,2021,2021-04-21,"",121,away,112,121,112
20210421,2021,2021-04-21,"",109,away,113,109,113
20210421,2021,2021-04-21,"",117,away,115,117,115
20210421,2021,2021-04-21,"",134,away,116,134,116
20210421,2021,2021-04-21,"",134,away,116,134,116
20210421,2021,2021-04-21,"",139,away,118,139,118
20210421,2021,2021-04-21,"",110,away,146,110,146
20210421,2021,2021-04-21,"",144,away,147,144,147
20210421,2021,2021-04-21,"",142,away,133,142,133
20210421,2021,2021-04-21,"",137,away,143,137,143
20210421,2021,2021-04-21,"",158,away,135,158,135
20210421,2021,2021-04-21,"",138,away,120,138,120
20210422,2021,2021-04-22,"",136,away,111,136,111
20210422,2021,2021-04-22,"",121,away,112,121,112
20210422,2021,2021-04-22,"",109,away,113,109,113
20210422,2021,2021-04-22,"",147,away,114,147,114
20210422,2021,2021-04-22,"",134,away,116,134,116
20210422,2021,2021-04-22,"",108,away,117,108,117
20210422,2021,2021-04-22,"",135,away,119,135,119
20210422,2021,2021-04-22,"",146,away,137,146,137
20210423,2021,2021-04-23,"",109,away,144,109,144
20210423,2021,2021-04-23,"",133,away,110,133,110
20210423,2021,2021-04-23,"",136,away,111,136,111
20210423,2021,2021-04-23,"",140,away,145,140,145
20210423,2021,2021-04-23,"",158,away,112,158,112
20210423,2021,2021-04-23,"",147,away,114,147,114
20210423,2021,2021-04-23,"",143,away,115,143,115
20210423,2021,2021-04-23,"",118,away,116,118,116
20210423,2021,2021-04-23,"",108,away,117,108,117
20210423,2021,2021-04-23,"",135,away,119,135,119
20210423,2021,2021-04-23,"",134,away,142,134,142
20210423,2021,2021-04-23,"",120,away,121,120,121
20210423,2021,2021-04-23,"",146,away,137,146,137
20210423,2021,2021-04-23,"",113,away,138,113,138
20210423,2021,2021-04-23,"",141,away,139,141,139
20210424,2021,2021-04-24,"",133,away,110,133,110
20210424,2021,2021-04-24,"",136,away,111,136,111
20210424,2021,2021-04-24,"",140,away,145,140,145
20210424,2021,2021-04-24,"",158,away,112,158,112
20210424,2021,2021-04-24,"",147,away,114,147,114
20210424,2021,2021-04-24,"",143,away,115,143,115
20210424,2021,2021-04-24,"",118,away,116,118,116
20210424,2021,2021-04-24,"",108,away,117,108,117
20210424,2021,2021-04-24,"",135,away,119,135,119
20210424,2021,2021-04-24,"",134,away,142,134,142
20210424,2021,2021-04-24,"",120,away,121,120,121
20210424,2021,2021-04-24,"",146,away,137,146,137
20210424,2021,2021-04-24,"",113,away,138,113,138
20210424,2021,2021-04-24,"",141,away,139,141,139
20210425,2021,2021-04-25,"",109,away,144,109,144
20210425,2021,2021-04-25,"",109,away,144,109,144
20210425,2021,2021-04-25,"",133,away,110,133,110
20210425,2021,2021-04-25,"",136,away,111,136,111
20210425,2021,2021-04-25,"",140,away,145,140,145
20210425,2021,2021-04-25,"",158,away,112,158,112
20210425,2021,2021-04-25,"",147,away,114,147,114
20210425,2021,2021-04-25,"",143,away,115,143,115
20210425,2021,2021-04-25,"",118,away,116,118,116
20210425,2021,2021-04-25,"",108,away,117,108,117
20210425,2021,2021-04-25,"",135,away,119,135,119
20210425,2021,2021-04-25,"",134,away,142,134,142
20210425,2021,2021-04-25,"",120,away,121,120,121
20210425,2021,2021-04-25,"",146,away,137,146,137
20210425,2021,2021-04-25,"",113,away,138,113,138
20210425,2021,2021-04-25,"",141,away,139,141,139
20210426,2021,2021-04-26,"",112,away,144,112,144
20210426,2021,2021-04-26,"",147,away,110,147,110
20210426,2021,2021-04-26,"",142,away,114,142,114
20210426,2021,2021-04-26,"",118,away,116,118,116
20210426,2021,2021-04-26,"",136,away,117,136,117
20210426,2021,2021-04-26,"",113,away,119,113,119
20210426,2021,2021-04-26,"",146,away,158,146,158
20210426,2021,2021-04-26,"",115,away,137,115,137
20210426,2021,2021-04-26,"",143,away,138,143,138
20210426,2021,2021-04-26,"",133,away,139,133,139
20210426,2021,2021-04-26,"",108,away,140,108,140
20210427,2021,2021-04-27,"",135,away,109,135,109
20210427,2021,2021-04-27,"",112,away,144,112,144
20210427,2021,2021-04-27,"",147,away,110,147,110
20210427,2021,2021-04-27,"",116,away,145,116,145
20210427,2021,2021-04-27,"",142,away,114,142,114
20210427,2021,2021-04-27,"",136,away,117,136,117
20210427,2021,2021-04-27,"",113,away,119,113,119
20210427,2021,2021-04-27,"",146,away,158,146,158
20210427,2021,2021-04-27,"",111,away,121,111,121
20210427,2021,2021-04-27,"",118,away,134,118,134
20210427,2021,2021-04-27,"",115,away,137,115,137
20210427,2021,2021-04-27,"",143,away,138,143,138
20210427,2021,2021-04-27,"",133,away,139,133,139
20210427,2021,2021-04-27,"",108,away,140,108,140
20210427,2021,2021-04-27,"",120,away,141,120,141
20210428,2021,2021-04-28,"",135,away,109,135,109
20210428,2021,2021-04-28,"",112,away,144,112,144
20210428,2021,2021-04-28,"",147,away,110,147,110
20210428,2021,2021-04-28,"",142,away,114,142,114
20210428,2021,2021-04-28,"",136,away,117,136,117
20210428,2021,2021-04-28,"",113,away,119,113,119
20210428,2021,2021-04-28,"",146,away,158,146,158
20210428,2021,2021-04-28,"",111,away,121,111,121
20210428,2021,2021-04-28,"",118,away,134,118,134
20210428,2021,2021-04-28,"",115,away,137,115,137
20210428,2021,2021-04-28,"",143,away,138,143,138
20210428,2021,2021-04-28,"",133,away,139,133,139
20210428,2021,2021-04-28,"",108,away,140,108,140
20210428,2021,2021-04-28,"",120,away,141,120,141
20210429,2021,2021-04-29,"",115,away,109,115,109
20210429,2021,2021-04-29,"",112,away,144,112,144
20210429,2021,2021-04-29,"",147,away,110,147,110
20210429,2021,2021-04-29,"",116,away,145,116,145
20210429,2021,2021-04-29,"",116,away,145,116,145
20210429,2021,2021-04-29,"",136,away,117,136,117
20210429,2021,2021-04-29,"",119,away,158,119,158
20210429,2021,2021-04-29,"",143,away,138,143,138
20210429,2021,2021-04-29,"",133,away,139,133,139
20210429,2021,2021-04-29,"",111,away,140,111,140
20210430,2021,2021-04-30,"",115,away,109,115,109
20210430,2021,2021-04-30,"",114,away,145,114,145
20210430,2021,2021-04-30,"",112,away,113,112,113
20210430,2021,2021-04-30,"",119,away,158,119,158
20210430,2021,2021-04-30,"",118,away,142,118,142
20210430,2021,2021-04-30,"",116,away,147,116,147
20210430,2021,2021-04-30,"",110,away,133,110,133
20210430,2021,2021-04-30,"",121,away,143,121,143
20210430,2021,2021-04-30,"",138,away,134,138,134
20210430,2021,2021-04-30,"",137,away,135,137,135
20210430,2021,2021-04-30,"",108,away,136,108,136
20210430,2021,2021-04-30,"",117,away,139,117,139
20210430,2021,2021-04-30,"",111,away,140,111,140
20210430,2021,2021-04-30,"",144,away,141,144,141
20210430,2021,2021-04-30,"",146,away,120,146,120
20210501,2021,2021-05-01,"",115,away,109,115,109
20210501,2021,2021-05-01,"",114,away,145,114,145
20210501,2021,2021-05-01,"",112,away,113,112,113
20210501,2021,2021-05-01,"",119,away,158,119,158
20210501,2021,2021-05-01,"",118,away,142,118,142
20210501,2021,2021-05-01,"",116,away,147,116,147
20210501,2021,2021-05-01,"",110,away,133,110,133
20210501,2021,2021-05-01,"",121,away,143,121,143
20210501,2021,2021-05-01,"",138,away,134,138,134
20210501,2021,2021-05-01,"",137,away,135,137,135
20210501,2021,2021-05-01,"",108,away,136,108,136
20210501,2021,2021-05-01,"",117,away,139,117,139
20210501,2021,2021-05-01,"",111,away,140,111,140
20210501,2021,2021-05-01,"",144,away,141,144,141
20210501,2021,2021-05-01,"",146,away,120,146,120
20210502,2021,2021-05-02,"",115,away,109,115,109
20210502,2021,2021-05-02,"",114,away,145,114,145
20210502,2021,2021-05-02,"",112,away,113,112,113
20210502,2021,2021-05-02,"",119,away,158,119,158
20210502,2021,2021-05-02,"",118,away,142,118,142
20210502,2021,2021-05-02,"",116,away,147,116,147
20210502,2021,2021-05-02,"",110,away,133,110,133
20210502,2021,2021-05-02,"",121,away,143,121,143
20210502,2021,2021-05-02,"",138,away,134,138,134
20210502,2021,2021-05-02,"",137,away,135,137,135
20210502,2021,2021-05-02,"",108,away,136,108,136
20210502,2021,2021-05-02,"",117,away,139,117,139
20210502,2021,2021-05-02,"",111,away,140,111,140
20210502,2021,2021-05-02,"",144,away,141,144,141
20210502,2021,2021-05-02,"",146,away,120,146,120
20210503,2021,2021-05-03,"",139,away,108,139,108
20210503,2021,2021-05-03,"",114,away,118,114,118
20210503,2021,2021-05-03,"",140,away,142,140,142
20210503,2021,2021-05-03,"",141,away,133,141,133
20210503,2021,2021-05-03,"",158,away,143,158,143
20210503,2021,2021-05-03,"",134,away,135,134,135
20210503,2021,2021-05-03,"",110,away,136,110,136
20210503,2021,2021-05-03,"",121,away,138,121,138
20210504,2021,2021-05-04,"",139,away,108,139,108
20210504,2021,2021-05-04,"",116,away,111,116,111
20210504,2021,2021-05-04,"",119,away,112,119,112
20210504,2021,2021-05-04,"",119,away,112,119,112
20210504,2021,2021-05-04,"",145,away,113,145,113
20210504,2021,2021-05-04,"",137,away,115,137,115
20210504,2021,2021-05-04,"",137,away,115,137,115
20210504,2021,2021-05-04,"",114,away,118,114,118
20210504,2021,2021-05-04,"",109,away,146,109,146
20210504,2021,2021-05-04,"",140,away,142,140,142
20210504,2021,2021-05-04,"",117,away,147,117,147
20210504,2021,2021-05-04,"",141,away,133,141,133
20210504,2021,2021-05-04,"",158,away,143,158,143
20210504,2021,2021-05-04,"",134,away,135,134,135
20210504,2021,2021-05-04,"",110,away,136,110,136
20210504,2021,2021-05-04,"",144,away,120,144,120
20210505,2021,2021-05-05,"",139,away,108,139,108
20210505,2021,2021-05-05,"",116,away,111,116,111
20210505,2021,2021-05-05,"",119,away,112,119,112
20210505,2021,2021-05-05,"",145,away,113,145,113
20210505,2021,2021-05-05,"",137,away,115,137,115
20210505,2021,2021-05-05,"",114,away,118,114,118
20210505,2021,2021-05-05,"",109,away,146,109,146
20210505,2021,2021-05-05,"",140,away,142,140,142
20210505,2021,2021-05-05,"",117,away,147,117,147
20210505,2021,2021-05-05,"",141,away,133,141,133
20210505,2021,2021-05-05,"",158,away,143,158,143
20210505,2021,2021-05-05,"",134,away,135,134,135
20210505,2021,2021-05-05,"",110,away,136,110,136
20210505,2021,2021-05-05,"",121,away,138,121,138
20210505,2021,2021-05-05,"",121,away,138,121,138
20210505,2021,2021-05-05,"",144,away,120,144,120
20210506,2021,2021-05-06,"",139,away,108,139,108
20210506,2021,2021-05-06,"",116,away,111,116,111
20210506,2021,2021-05-06,"",114,away,118,114,118
20210506,2021,2021-05-06,"",109,away,146,109,146
20210506,2021,2021-05-06,"",140,away,142,140,142
20210506,2021,2021-05-06,"",117,away,147,117,147
20210506,2021,2021-05-06,"",141,away,133,141,133
20210506,2021,2021-05-06,"",158,away,143,158,143
20210506,2021,2021-05-06,"",121,away,138,121,138
20210506,2021,2021-05-06,"",144,away,120,144,120
20210507,2021,2021-05-07,"",119,away,108,119,108
20210507,2021,2021-05-07,"",143,away,144,143,144
20210507,2021,2021-05-07,"",111,away,110,111,110
20210507,2021,2021-05-07,"",134,away,112,134,112
20210507,2021,2021-05-07,"",113,away,114,113,114
20210507,2021,2021-05-07,"",142,away,116,142,116
20210507,2021,2021-05-07,"",141,away,117,141,117
20210507,2021,2021-05-07,"",145,away,118,145,118
20210507,2021,2021-05-07,"",158,away,146,158,146
20210507,2021,2021-05-07,"",120,away,147,120,147
20210507,2021,2021-05-07,"",109,away,121,109,121
20210507,2021,2021-05-07,"",139,away,133,139,133
20210507,2021,2021-05-07,"",135,away,137,135,137
20210507,2021,2021-05-07,"",115,away,138,115,138
20210507,2021,2021-05-07,"",136,away,140,136,140
20210508,2021,2021-05-08,"",119,away,108,119,108
20210508,2021,2021-05-08,"",143,away,144,143,144
20210508,2021,2021-05-08,"",111,away,110,111,110
20210508,2021,2021-05-08,"",134,away,112,134,112
20210508,2021,2021-05-08,"",113,away,114,113,114
20210508,2021,2021-05-08,"",142,away,116,142,116
20210508,2021,2021-05-08,"",141,away,117,141,117
20210508,2021,2021-05-08,"",145,away,118,145,118
20210508,2021,2021-05-08,"",158,away,146,158,146
20210508,2021,2021-05-08,"",120,away,147,120,147
20210508,2021,2021-05-08,"",109,away,121,109,121
20210508,2021,2021-05-08,"",139,away,133,139,133
20210508,2021,2021-05-08,"",135,away,137,135,137
20210508,2021,2021-05-08,"",115,away,138,115,138
20210508,2021,2021-05-08,"",136,away,140,136,140
20210509,2021,2021-05-09,"",119,away,108,119,108
20210509,2021,2021-05-09,"",143,away,144,143,144
20210509,2021,2021-05-09,"",111,away,110,111,110
20210509,2021,2021-05-09,"",134,away,112,134,112
20210509,2021,2021-05-09,"",141,away,117,141,117
20210509,2021,2021-05-09,"",145,away,118,145,118
20210509,2021,2021-05-09,"",158,away,146,158,146
20210509,2021,2021-05-09,"",120,away,147,120,147
20210509,2021,2021-05-09,"",109,away,121,109,121
20210509,2021,2021-05-09,"",139,away,133,139,133
20210509,2021,2021-05-09,"",135,away,137,135,137
20210509,2021,2021-05-09,"",115,away,138,115,138
20210509,2021,2021-05-09,"",136,away,140,136,140
20210510,2021,2021-05-10,"",146,away,109,146,109
20210510,2021,2021-05-10,"",111,away,110,111,110
20210510,2021,2021-05-10,"",108,away,117,108,117
20210510,2021,2021-05-10,"",113,away,134,113,134
20210510,2021,2021-05-10,"",140,away,137,140,137
20210511,2021,2021-05-11,"",146,away,109,146,109
20210511,2021,2021-05-11,"",141,away,144,141,144
20210511,2021,2021-05-11,"",133,away,111,133,111
20210511,2021,2021-05-11,"",142,away,145,142,145
20210511,2021,2021-05-11,"",112,away,114,112,114
20210511,2021,2021-05-11,"",135,away,115,135,115
20210511,2021,2021-05-11,"",118,away,116,118,116
20210511,2021,2021-05-11,"",108,away,117,108,117
20210511,2021,2021-05-11,"",136,away,119,136,119
20210511,2021,2021-05-11,"",138,away,158,138,158
20210511,2021,2021-05-11,"",110,away,121,110,121
20210511,2021,2021-05-11,"",113,away,134,113,134
20210511,2021,2021-05-11,"",140,away,137,140,137
20210511,2021,2021-05-11,"",147,away,139,147,139
20210511,2021,2021-05-11,"",143,away,120,143,120
20210512,2021,2021-05-12,"",146,away,109,146,109
20210512,2021,2021-05-12,"",141,away,144,141,144
20210512,2021,2021-05-12,"",133,away,111,133,111
20210512,2021,2021-05-12,"",142,away,145,142,145
20210512,2021,2021-05-12,"",112,away,114,112,114
20210512,2021,2021-05-12,"",135,away,115,135,115
20210512,2021,2021-05-12,"",135,away,115,135,115
20210512,2021,2021-05-12,"",118,away,116,118,116
20210512,2021,2021-05-12,"",108,away,117,108,117
